"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"47","TC0100000351.mm.2","Wdr75","73674","WD repeat domain 75",0.395195770550002,6.62242634326897,1.14750910668465,0.272909567066468,0.889701561420329,-5.29965160348341
"48","TC0100000353.mm.2","Dnah7b","227058","dynein, axonemal, heavy chain 7B",-0.300387266745652,4.1797559762098,-0.897987269232907,0.386359965059483,0.924990599724395,-5.53457858085701
"49","TC0100000374.mm.2","Stat4","20849","signal transducer and activator of transcription 4",0.284162602079654,5.73105780303013,0.5557432408953,0.588310455245805,0.969868153885759,-5.77319857704368
"50","TC0100000375.mm.2","Stat1","20846","signal transducer and activator of transcription 1",-0.0719631850573155,10.7558832839986,-0.213659514540755,0.83429841363557,0.993774420466409,-5.90353035031879
"51","TC0100000380.mm.2","Nemp2","227094","nuclear envelope integral membrane protein 2",0.104350120295508,4.76802927725414,0.328705683603581,0.747883585387314,0.989749212504873,-5.87236644878384
"52","TC0100000381.mm.2","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.220421486923402,4.50617501658482,0.546325942530673,0.594571918596609,0.969868153885759,-5.77828266749878
"53","TC0100000387.mm.2","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",-0.301827950565467,6.31264189417224,-0.860912121586128,0.40568648134114,0.93179100127578,-5.5652981310582
"54","TC0100000393.mm.2","Coq10b","67876","coenzyme Q10B",0.487183751615459,6.3454543319955,1.47906583549093,0.164165354149932,0.842122830415208,-4.91982626139874
"55","TC0100000395.mm.2","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.511545900738779,8.69373039749816,1.90226175066045,0.0807053779112774,0.786941984329784,-4.34622090465218
"56","TC0100000399.mm.2","Mars2","212679","methionine-tRNA synthetase 2 (mitochondrial)",0.233560333060686,5.49078852907021,0.7730420597066,0.454035651769414,0.944409476833043,-5.63351599276158
"57","TC0100000404.mm.2","Plcl1","227120","phospholipase C-like 1",-0.157976379562103,4.19288909400413,-0.453208555264588,0.658256423362446,0.976014058102256,-5.8240772304899
"58","TC0100000422.mm.2","Maip1","68115","matrix AAA peptidase interacting protein 1",0.180335285877105,7.31897976153747,0.528521772468369,0.606502574977162,0.969868153885759,-5.7876688635087
"59","TC0100000424.mm.2","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",0.595565516143002,4.59218924059233,1.89154076207505,0.0822264909464995,0.786941984329784,-4.36174196639244
"60","TC0100000426.mm.2","Sgo2a","68549","shugoshin 2A",-0.337615402909528,5.80798627210952,-0.992015828273452,0.340223970306604,0.916009584125622,-5.4516846301779
"61","TC0100000427.mm.2","Aox1","11761","aldehyde oxidase 1",-0.094143436646358,5.49376075814959,-0.319983078739225,0.754328498665555,0.989749212504873,-5.87518554462853
"62","TC0100000434.mm.2","Nif3l1","65102","Ngg1 interacting factor 3-like 1 (S. pombe)",0.446912700917941,7.44137271021923,1.44396300906521,0.173629238974125,0.846270212634704,-4.96328360034277
"63","TC0100000436.mm.2","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",-0.208824756130825,7.48681149462392,-0.644820209729845,0.530836589165536,0.958884862953857,-5.72106955183339
"64","TC0100000439.mm.2","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.472453399815977,9.66068591721529,-1.26441664573382,0.229416159802573,0.870164014745734,-5.1738788447565
"65","TC0100000447.mm.2","Cdk15","271697","cyclin-dependent kinase 15",-0.0756498492475166,4.41435015951511,-0.217096577391663,0.831677336332501,0.993774420466409,-5.90278896167859
"66","TC0100000450.mm.2","Fzd7","14369","frizzled class receptor 7",-1.10274871778515,8.03960676238653,-2.64756630060818,0.0208369394181713,0.631707247818629,-3.18491554557352
"67","TC0100000456.mm.2","Nop58","55989","NOP58 ribonucleoprotein",1.22403478041322,6.38215212361073,1.92047324072656,0.0781802506734185,0.786941984329784,-4.31975414900141
"68","TC0100000462.mm.2","Bmpr2","12168","bone morphogenetic protein receptor, type II (serine/threonine kinase)",-0.0717216494357533,9.57824139752899,-0.238576980345547,0.815345478354597,0.993774420466409,-5.89788990807293
"69","TC0100000464.mm.2","Fam117b","72750","family with sequence similarity 117, member B",0.0553764099425624,9.63081120643992,0.15489943492708,0.879402753261985,0.994719738233736,-5.91438586004061
"70","TC0100000465.mm.2","Carf","241066","calcium response factor",0.228296561770162,5.27254405196577,0.736236346094361,0.47533595104978,0.949562412303366,-5.66012779582515
"71","TC0100000467.mm.2","Nbeal1","269198","neurobeachin like 1",0.83132039979717,5.67684353685433,1.9167138963857,0.0786955134096449,0.786941984329784,-4.32522797511316
"72","TC0100000469.mm.2","Cyp20a1","77951","cytochrome P450, family 20, subfamily a, polypeptide 1",0.805303226151803,7.74098979234793,1.77057130526305,0.101284515576515,0.797908436161441,-4.53363840391836
"73","TC0100000471.mm.2","Abi2","329165","abl-interactor 2",0.596186982633605,7.16119279082843,2.10119048297995,0.0567789633064181,0.770198037509312,-4.05070225846478
"74","TC0100000476.mm.2","Cd28","12487","CD28 antigen",0.881823091789234,8.58664761201516,2.37074846550221,0.0348069563736227,0.705015952836597,-3.63139603232738
"75","TC0100000509.mm.2","Nrp2","18187","neuropilin 2",0.497450472493476,10.4433992580506,1.78960511687875,0.0980440471303081,0.797908436161441,-4.50700075718342
"76","TC0100000519.mm.2","Eef1b2","55949","eukaryotic translation elongation factor 1 beta 2",-0.548162654077283,11.5595847537358,-1.96709597684108,0.0720418342261466,0.786941984329784,-4.25143068593851
"77","TC0100000526.mm.2","Fastkd2","75619","FAST kinase domains 2",0.773627370848843,6.23031616596113,2.21980647251354,0.0458511866853911,0.74575033718934,-3.86850980560418
"78","TC0100000541.mm.2","Ccnyl1","227210","cyclin Y-like 1",0.444404792860285,7.67700208142616,1.28830969383845,0.221245747677376,0.865915446228644,-5.14703379129112
"79","TC0100000545.mm.2","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",0.0833775920127486,8.51318655390836,0.300369298595612,0.768890464402486,0.989749212504873,-5.88125234500102
"80","TC0100000548.mm.2","Crygf","12969","crystallin, gamma F",-0.25950737092521,4.61276101706682,-0.692160692333279,0.501639982031112,0.952875430601275,-5.69043726751967
"81","TC0100000588.mm.2","Vwc2l","320460","von Willebrand factor C domain-containing protein 2-like",0.391504756049648,3.40340913179202,1.245208339321,0.236158220523811,0.870164014745734,-5.19518563092423
"82","TC0100000590.mm.2","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",0.647158972154394,8.26917158069939,1.71803328650109,0.110731406232653,0.805637019111212,-4.60632557119914
"83","TC0100000591.mm.2","Apol7d","100042814","apolipoprotein L 7d",0.244276070915021,4.01249909721812,0.839958483425064,0.416892198205919,0.935713165912884,-5.58215650343733
"84","TC0100000601.mm.2","Tmem169","271711","transmembrane protein 169",0.219837538978885,3.85376800537505,0.694419613134736,0.50027105582062,0.952715109812142,-5.68892558714373
"85","TC0100000602.mm.2","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.205618601062292,3.82527324627091,-0.6869476815693,0.504807615676846,0.953504610136214,-5.69390853648646
"86","TC0100000608.mm.2","Smarcal1","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",-0.262096832321424,7.22517743128074,-0.84150848119828,0.416056300736064,0.935713165912884,-5.58092199721143
"87","TC0100000609.mm.2","Rpl37a","19981","ribosomal protein L37a",-0.642208216808037,9.98700524285193,-2.36304529363312,0.0353029180917685,0.705015952836597,-3.64362262639922
"88","TC0100000621.mm.2","Rufy4","435626","RUN and FYVE domain containing 4",0.217611868552296,5.70524416632604,0.653718996116076,0.525275079003743,0.957049611377814,-5.71546490476119
"89","TC0100000626.mm.2","Gpbar1","227289","G protein-coupled bile acid receptor 1",-0.0470243513109709,5.69930868330206,-0.171238364224303,0.866809320684345,0.994478510599521,-5.91171290397532
"90","TC0100000631.mm.2","Catip","241112","ciliogenesis associated TTC17 interacting protein",0.200576856093384,4.99664244183392,0.636907757291652,0.53580978662465,0.96174633498002,-5.7259929492747
"91","TC0100000632.mm.2","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-0.0201275230453888,12.1773224446625,-0.0686106197404487,0.946397660973641,0.998911055278819,-5.92407044250529
"92","TC0100000638.mm.2","Bcs1l","66821","BCS1-like (yeast)",0.271537804866945,7.32330598516877,0.909724216133755,0.380375437024659,0.924990599724395,-5.5246189899926
"93","TC0100000639.mm.2","Stk36","269209","serine/threonine kinase 36",0.435806321104308,5.41920803494446,1.33148167116434,0.207079152079133,0.85399105603366,-5.09758540552784
"94","TC0100000640.mm.2","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",0.28849392899293,5.40737029011239,1.02214227148165,0.326314224213513,0.90866073873144,-5.42365256547644
"95","TC0100000642.mm.2","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.490455226718395,5.60119051723366,-1.41391876418888,0.182089504164532,0.847393122764905,-4.99990669583389
"96","TC0100000653.mm.2","Zfand2b","68818","zinc finger, AN1 type domain 2B",-0.243408378226055,8.4551598983756,-0.898161125700706,0.386270848109594,0.924990599724395,-5.53443187058168
"97","TC0100000656.mm.2","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",0.0451414628449749,5.56294552545035,0.109479707558085,0.914580412764552,0.997250460822912,-5.92041373573795
"98","TC0100000659.mm.2","Gmppa","69080","GDP-mannose pyrophosphorylase A",0.320402045640813,9.20852471917574,1.03331232231424,0.321263835961383,0.907355683693829,-5.41308153022292
"99","TC0100000662.mm.2","Inha","16322","inhibin alpha",0.541954473124091,5.39969292522454,1.49679852113005,0.15955290500657,0.84193359495146,-4.89760526198477
"100","TC0100000678.mm.2","Sgpp2","433323","sphingosine-1-phosphate phosphotase 2",-0.40557742097146,4.12915665239135,-1.37954771499384,0.192186903611378,0.849446708721027,-5.04114102226281
"101","TC0100000703.mm.2","Rhbdd1","76867","rhomboid domain containing 1",0.12361528466889,9.32533081305424,0.412207004158474,0.68725098645367,0.981204584043453,-5.84163164192538
"102","TC0100000718.mm.2","Ccl20","20297","chemokine (C-C motif) ligand 20",0.22352569522645,4.77939611759136,0.755034283256118,0.464380778897299,0.947012399689371,-5.64668306604325
"103","TC0100000725.mm.2","Fbxo36","66153","F-box protein 36",-0.686101634620513,7.31630594385863,-1.93383971816255,0.0763731147078091,0.786941984329784,-4.30024856862167
"104","TC0100000743.mm.2","Gm7609","665378","predicted pseudogene 7609",-0.239945774940207,7.46111779753323,-0.65150943128021,0.526652863294619,0.957806689385665,-5.71686319615589
"105","TC0100000765.mm.2","Sp140","434484","Sp140 nuclear body protein",-0.0331838418997048,8.55851376532293,-0.0985276208452966,0.923094091396133,0.998489108003536,-5.92155802651581
"106","TC0100000766.mm.2","Sp100","20684","nuclear antigen Sp100",0.105600633380025,11.2212589011257,0.3681403271761,0.718999632407121,0.986468406669922,-5.85869469044184
"107","TC0100000777.mm.2","Spata3","70060","spermatogenesis associated 3",0.175461200556933,4.24902314282095,0.547133695680201,0.594033509919601,0.969868153885759,-5.77784982087913
"108","TC0100000778.mm.2","2810459M11Rik","72792","RIKEN cDNA 2810459M11 gene",-0.0164430780733262,5.19722820066802,-0.050836628117895,0.960268484491495,0.998911055278819,-5.92513751192352
"109","TC0100000783.mm.2","B3gnt7","227327","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",0.0890304097279451,6.0368719368499,0.321079217641853,0.75351751870958,0.989749212504873,-5.87483536930239
"110","TC0100000790.mm.2","Ptma","19231","prothymosin alpha",-0.0650622548667723,10.6945830696514,-0.158500914503564,0.876623786751701,0.994478510599521,-5.91381958640512
"111","TC0100000794.mm.2","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",0.524336762644636,7.0386001584778,1.83829209801225,0.0901750489404597,0.794254258464992,-4.43815601839594
"112","TC0100000806.mm.2","Akp3","11648","alkaline phosphatase 3, intestine, not Mn requiring",0.203441090967782,3.61010142391626,0.577443537092837,0.574013953442404,0.969868153885759,-5.7611703109634
"113","TC0100000809.mm.2","Chrnd","11447","cholinergic receptor, nicotinic, delta polypeptide",-0.0941330745098798,3.31241071878539,-0.353655321139392,0.729559623212193,0.987526665981057,-5.86389255923484
"114","TC0100000814.mm.2","Gigyf2","227331","GRB10 interacting GYF protein 2",0.315094380915287,7.4119825623172,1.06641771331151,0.306633828690644,0.90345037932153,-5.38119479781389
"115","TC0100000828.mm.2","Sag","20215","S-antigen, retina and pineal gland (arrestin)",-0.134938243587404,6.70419704110393,-0.441455335634264,0.66651151393822,0.977005256127747,-5.82927377998404
"116","TC0100000829.mm.2","Dgkd","227333","diacylglycerol kinase, delta",0.0722468771413656,6.48227797593653,0.267605191708433,0.79341898302563,0.992484196193762,-5.89054333579543
"117","TC0100000845.mm.2","Mroh2a","100040766","maestro heat-like repeat family member 2A",0.169675269429582,4.11045369165123,0.624130105720872,0.543896351061867,0.963308044958562,-5.7338239296964
"118","TC0100000854.mm.2","Sh3bp4","98402","SH3-domain binding protein 4",-0.239432338865893,6.65084638442506,-0.904782346888284,0.382887391065823,0.924990599724395,-5.52882616010112
"119","TC0100000858.mm.2","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0.415986831260281,7.52698190980226,1.27025154733081,0.227398883397541,0.869192907833726,-5.16735780767423
"120","TC0100000870.mm.2","Ackr3","12778","atypical chemokine receptor 3",-0.128885019182553,4.73205627670722,-0.335178235798224,0.743113932735858,0.989749212504873,-5.87022647086649
"121","TC0100000882.mm.2","Mlph","171531","melanophilin",-0.345645609479112,4.06647262224503,-1.12687313851533,0.281210007101013,0.89224427490687,-5.32085742623693
"122","TC0100000883.mm.2","Prlh","623503","prolactin releasing hormone",0.0236962554246567,6.40804629956276,0.0723913917856157,0.943449342986672,0.998911055278819,-5.92380253343091
"123","TC0100000884.mm.2","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",0.120718138896088,8.38417930796628,0.422496381771791,0.67992360871206,0.979706955619827,-5.83737780185895
"124","TC0100000886.mm.2","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",0.0700636833524868,6.51278077289291,0.204193357452914,0.84152785671826,0.994256408614552,-5.90551153973548
"125","TC0100000890.mm.2","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",0.372461523578828,9.46402837859071,1.13385691101918,0.278379566288941,0.8899527218709,-5.31371511126004
"126","TC0100000892.mm.2","Scly","50880","selenocysteine lyase",0.0859202509084049,8.16271712845079,0.278002330348745,0.78560889043796,0.991170525244758,-5.88770952530306
"127","TC0100000899.mm.2","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.60166633287243,4.18090835704491,-1.76479793197056,0.102286204561144,0.797908436161441,-4.541686697743
"128","TC0100000911.mm.2","Olfr1410","258484","olfactory receptor 1410",-0.0414422833050239,5.06434870810435,-0.141784800724353,0.889536098476836,0.995163486816966,-5.91633835890157
"129","TC0100000916.mm.2","Gpc1","14733","glypican 1",-1.08313352330656,6.99400093841246,-3.38489073473552,0.00521601616565102,0.423224572520503,-1.96372839200373
"130","TC0100000919.mm.2","Dusp28","67446","dual specificity phosphatase 28",0.300034208424758,5.21459110242799,0.901902903065108,0.384356275594757,0.924990599724395,-5.53126836582205
"131","TC0100000921.mm.2","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",0.25316458277724,8.91082838444556,0.815302643209622,0.430338322731366,0.938474265715759,-5.60152233332755
"132","TC0100000922.mm.2","Capn10","23830","calpain 10",-0.152994943746449,6.34246071021359,-0.469307779347781,0.647024683436665,0.973324889422732,-5.8167454796071
"133","TC0100000923.mm.2","Gpr35","64095","G protein-coupled receptor 35",-0.778045780612935,6.26051835000387,-2.77970573787572,0.0162719335685479,0.613482830713523,-2.96805829933526
"134","TC0100000936.mm.2","Sept2","18000","septin 2",0.234760805188825,9.18382287162912,0.788082001706487,0.445508427000607,0.942556586171991,-5.62230484209833
"135","TC0100000937.mm.2","Farp2","227377","FERM, RhoGEF and pleckstrin domain protein 2",0.393506199086081,5.93474532791322,0.909197948795494,0.38064239589172,0.924990599724395,-5.5250679617621
"136","TC0100000946.mm.2","Ing5","66262","inhibitor of growth family, member 5",0.342144991505457,6.53145499955813,1.13564750940777,0.277657380951146,0.8899527218709,-5.31187819620447
"137","TC0100000947.mm.2","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",-0.0130609596421181,6.48278238165511,-0.0268729796418799,0.978990298943672,0.999277149753812,-5.92607363755522
"138","TC0100000954.mm.2","Neu4","241159","sialidase 4",-0.22250754488644,5.84551981166914,-0.637657986792941,0.535337115229783,0.961424316571733,-5.72552856039613
"139","TC0100000971.mm.2","Gin1","252876","gypsy retrotransposon integrase 1",-0.106652790926298,6.28917748800457,-0.360489858230915,0.72456969143998,0.987526665981057,-5.86146543631862
"140","TC0100001008.mm.2","Relch","227446","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.17374044153298,7.09321271512774,0.582640533625614,0.57061773255339,0.969868153885759,-5.7582251037002
"141","TC0100001016.mm.2","Zcchc2","227449","zinc finger, CCHC domain containing 2",-0.392378313121402,8.06554818103885,-1.30784710838272,0.214740452209526,0.859521508878811,-5.12480483627899
"142","TC0100001018.mm.2","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",-0.39641392334444,8.67203876573628,-1.2873170847641,0.221580451434162,0.865915446228644,-5.14815651095049
"143","TC0100001028.mm.2","Serpinb11","66957","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",0.0354666987889969,4.16716589944516,0.112346082792003,0.912353991420873,0.997250460822912,-5.92009439728252
"144","TC0100001031.mm.2","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",-0.483977522706755,7.78264082850304,-1.41698397987309,0.181210875891812,0.847393122764905,-4.99619481901959
"145","TC0100001058.mm.2","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.317880933330827,8.19094650708221,-0.925365798163659,0.372500063859892,0.924990599724395,-5.51117240061695
"146","TC0100001060.mm.2","Clasp1","76707","CLIP associating protein 1",0.325932225313952,8.20094156168991,1.01099559049673,0.331411661741557,0.910512429598055,-5.434106070037
"147","TC0100001083.mm.2","Sctr","319229","secretin receptor",0.276301635275432,3.73389059163746,0.952156710827559,0.359276860489939,0.924990599724395,-5.48768404949221
"148","TC0100001096.mm.2","Ccdc93","70829","coiled-coil domain containing 93",-0.177660257490573,7.36905349388831,-0.575491825090748,0.575292169372571,0.969868153885759,-5.76226994072903
"149","TC0100001129.mm.2","R3hdm1","226412","R3H domain containing 1",0.102344478895946,10.5221005043076,0.351346073583303,0.731248548584585,0.987526665981057,-5.864702359391
"150","TC0100001138.mm.2","Ubxn4","67812","UBX domain protein 4",-0.188139091411232,8.28577825051907,-0.606181318718101,0.555370003452633,0.968870865365504,-5.74457334599975
"151","TC0100001158.mm.2","Yod1","226418","YOD1 deubiquitinase",0.743002467227407,5.36520407198211,2.34664722738699,0.0363813312292006,0.710564714603921,-3.66960774382126
"152","TC0100001165.mm.2","Pigr","18703","polymeric immunoglobulin receptor",0.141613841285475,3.18130231152424,0.469286437809852,0.647039513596537,0.973324889422732,-5.81675536190254
